complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,change_type,added,removed,introspection,object_changes,code_generation,library_loading,defect
46,955,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,2,2,44060,17846,3399,24328,1
223,5047,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,11,11,44060,17848,3399,24330,1
223,5047,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,11,11,44060,17849,3400,24331,1
127,2807,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,2,2,44060,17851,3400,24332,1
127,2807,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,2,2,44060,17852,3400,24333,1
103,1953,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,1,44060,17852,3400,24334,1
103,1953,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,1,44060,17854,3400,24335,1
191,3890,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,2,44060,17856,3400,24336,1
191,3890,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,2,44070,17858,3400,24337,1
16,477,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,1,44070,17860,3400,24338,1
16,477,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,1,1,44070,17861,3400,24339,1
9,228,19,8,11,5,0,4,24,2,5,3,6,7,9,13,25,1,30,1,0,2,1,1,44070,17861,3400,24340,0
9,228,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,44070,17861,3400,24341,0
9,228,106,40,36,3,49,17,109,8,17,13,23,25,36,93,167,5,904,50,0,2,1,1,44070,17861,3400,24342,0
27,542,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44070,17861,3400,24342,0
27,542,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44070,17862,3400,24343,0
27,542,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44070,17862,3400,24344,0
27,542,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,1,1,44080,17864,3400,24345,0
27,542,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,1,1,44080,17864,3400,24346,0
27,542,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44080,17864,3401,24347,0
27,542,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,1,1,44080,17865,3401,24348,0
27,542,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44080,17865,3401,24349,0
60,1259,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,1,1,44080,17867,3401,24350,0
60,1259,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,1,1,44080,17867,3401,24351,0
119,2406,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,6,6,44080,17869,3401,24352,0
119,2406,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,6,6,44090,17871,3401,24353,0
346,7015,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,5,5,44090,17873,3401,24354,0
346,7015,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,5,5,44090,17874,3401,24355,0
346,7015,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,5,5,44100,17875,3401,24356,0
21,662,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,2,2,3,44110,17875,3401,24357,0
225,5091,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,5,5,44110,17877,3401,24358,0
225,5091,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,5,5,44120,17878,3401,24359,0
178,4123,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,1,1,44120,17878,3401,24360,0
178,4123,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,1,1,44130,17879,3401,24361,0
80,1581,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,4,5,44130,17879,3401,24362,0
46,955,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,2,2,44130,17882,3401,24363,0
46,955,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,2,2,44130,17885,3402,24364,0
223,5047,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,11,11,44130,17887,3402,24366,0
223,5047,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,11,11,44130,17888,3403,24367,0
127,2807,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,2,2,44130,17890,3403,24368,0
127,2807,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,2,2,44130,17891,3403,24369,0
103,1953,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,1,44130,17891,3403,24370,0
103,1953,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,1,44130,17893,3403,24371,0
191,3890,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,2,44130,17895,3403,24372,0
191,3890,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,2,44140,17897,3403,24373,0
16,477,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,1,44140,17899,3403,24374,0
16,477,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,1,1,44140,17900,3403,24375,0
347,7008,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,4,1,44140,17902,3403,24376,1
347,7008,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,4,1,44140,17903,3403,24377,1
347,7008,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,4,1,44150,17904,3403,24378,1
347,7009,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,23,18,44150,17906,3403,24379,0
347,7009,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,23,18,44150,17907,3403,24380,0
347,7009,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,23,18,44160,17908,3403,24381,0
348,7017,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,15,7,44160,17910,3403,24382,0
348,7017,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,15,7,44160,17911,3403,24383,0
348,7017,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,15,7,44170,17912,3403,24384,0
348,7017,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,9,44170,17914,3403,24385,1
348,7017,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,9,44170,17915,3403,24386,1
348,7017,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,9,44180,17916,3403,24387,1
348,7014,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,3,4,44180,17918,3403,24388,1
348,7014,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,3,4,44180,17919,3403,24389,1
348,7014,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,3,4,44190,17920,3403,24390,1
348,7007,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,3,4,44190,17922,3403,24391,0
348,7007,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,3,4,44190,17923,3403,24392,0
348,7007,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,3,4,44200,17924,3403,24393,0
348,7007,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,36,22,44200,17926,3403,24394,0
348,7007,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,36,22,44200,17927,3403,24395,0
348,7007,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,36,22,44210,17928,3403,24396,0
9,228,19,8,11,5,0,4,24,2,5,3,6,7,9,13,25,1,30,1,0,2,1,1,44220,17932,3404,24404,0
9,228,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,44220,17932,3404,24405,0
9,228,106,40,36,3,49,17,109,8,17,13,23,25,36,93,167,5,904,50,0,2,1,1,44220,17932,3404,24406,0
211,4493,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,1,0,44230,17936,3406,24414,0
211,4493,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,1,0,44240,17936,3407,24415,0
99,2081,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,1,1,44240,17936,3408,24416,0
99,2081,421,273,302,44,34,57,465,17,81,59,107,98,166,583,1098,11,12329,684,0,2,1,1,44240,17936,3409,24417,0
27,542,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,44240,17936,3409,24417,0
27,542,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,44240,17937,3409,24418,0
27,542,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,44240,17937,3409,24419,0
27,542,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,5,20,44250,17939,3409,24420,0
27,542,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,5,20,44250,17939,3409,24421,0
27,542,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,44250,17939,3410,24422,0
27,542,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,5,20,44250,17940,3410,24423,0
27,542,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20,44250,17940,3410,24424,0
163,5086,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,2,2,44250,17942,3411,24426,0
163,5086,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,2,2,2,44260,17943,3412,24427,0
17,349,95,58,50,9,16,20,104,12,33,24,45,45,69,209,378,8,3100,172,0,0,102,0,44260,17943,3412,24428,0
82,1800,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,2,4,3,44270,17944,3412,24429,0
60,1259,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,4,4,44270,17946,3412,24430,0
60,1259,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,4,4,44270,17946,3412,24431,0
119,2406,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,6,5,44270,17948,3412,24432,0
119,2406,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,6,5,44280,17950,3412,24433,0
54,1153,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,65,4,44280,17950,3412,24434,0
54,1153,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,2,65,4,44290,17951,3413,24435,0
348,7028,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,13,9,44290,17953,3413,24436,0
348,7028,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,13,9,44290,17954,3413,24437,0
348,7028,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,13,9,44300,17955,3413,24438,0
21,662,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,2,19,20,44310,17955,3413,24439,0
56,1603,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,4,3,44310,17956,3413,24441,0
56,1603,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,4,3,44320,17956,3414,24442,0
225,5091,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,22,37,44320,17958,3414,24443,0
225,5091,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,22,37,44330,17959,3414,24444,0
6,136,44,22,19,0,19,6,44,2,10,6,12,12,18,35,64,1,77,4,0,2,2,3,44330,17959,3414,24445,0
24,842,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,0,44330,17960,3414,24446,0
24,842,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,2,0,44340,17961,3414,24447,0
49,575,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,44340,17961,3414,24448,0
83,2359,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,47,7,44350,17963,3414,24449,0
83,2359,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,47,7,44350,17964,3415,24450,0
178,4123,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,39,32,44350,17964,3415,24451,0
178,4123,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,39,32,44360,17965,3415,24452,0
80,1581,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,119,56,44360,17965,3415,24453,0
46,955,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,5,4,44360,17968,3415,24454,0
46,955,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,5,4,44360,17971,3416,24455,0
23,388,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,10,9,44360,17972,3416,24456,0
23,388,38,23,23,6,0,8,44,3,11,7,11,14,18,42,68,1,102,5,0,2,10,9,44360,17972,3416,24457,0
17,518,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,2,0,44360,17973,3416,24458,0
17,518,103,65,74,8,5,16,111,7,17,9,17,24,26,89,119,3,417,23,0,2,2,0,44360,17974,3416,24459,0
223,5047,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,26,16,44360,17976,3416,24461,0
223,5047,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,26,16,44360,17977,3417,24462,0
336,7168,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,95,80,44360,17977,3417,24463,0
336,7168,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,95,80,44370,17978,3417,24464,0
38,783,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,19,51,44370,17978,3417,24465,0
38,783,264,131,164,11,41,46,275,6,38,22,40,44,62,214,338,3,1068,59,0,2,19,51,44380,17978,3418,24466,0
30,649,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,3,2,44380,17978,3418,24467,0
30,649,97,69,77,3,3,16,100,6,22,13,23,28,36,113,173,3,542,30,0,2,3,2,44380,17979,3418,24468,0
127,2807,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,18,16,44380,17981,3418,24469,0
127,2807,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,18,16,44380,17982,3418,24470,0
20,408,294,64,250,0,0,43,294,1,20,10,20,21,30,86,131,0,65,3,0,2,2,0,44380,17982,3418,24471,0
20,408,78,46,62,3,0,14,81,3,8,4,8,11,12,28,41,1,62,3,0,2,2,0,44380,17983,3418,24472,0
5,118,110,30,77,3,13,16,113,4,21,15,30,25,45,100,208,2,597,33,0,2,2,0,44380,17983,3418,24473,0
5,118,28,15,21,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,44380,17983,3418,24474,0
103,1953,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,36,32,44380,17983,3418,24475,0
103,1953,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,36,32,44380,17985,3418,24476,0
191,3890,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,53,19,44380,17987,3418,24477,0
191,3890,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,53,19,44390,17989,3418,24478,0
16,477,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,2,0,44390,17991,3418,24479,0
16,477,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,2,0,44390,17992,3418,24480,0
62,1240,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,26,22,44400,17994,3418,24481,0
62,1240,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,2,26,22,44400,17995,3418,24482,0
14,339,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0,73,0,44400,17995,3418,24483,0
14,339,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,0,73,0,44400,17995,3418,24484,0
60,1092,282,196,195,3,0,86,285,8,130,71,141,138,212,936,1507,4,6538,363,0,2,6,6,44400,17995,3419,24485,0
7,114,44,19,17,0,16,11,44,3,14,7,14,17,21,58,85,1,128,7,0,2,1,1,44400,17995,3419,24486,0
3,66,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,2,1,1,44400,17995,3419,24487,0
3,66,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,1,1,44400,17996,3419,24488,0
3,66,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24488,0
3,66,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24489,0
3,66,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24489,0
3,66,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24490,0
3,66,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24491,0
3,66,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,2,1,1,44400,17996,3419,24492,0
3,66,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24493,0
3,66,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24494,0
3,66,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24495,0
3,66,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24496,0
3,66,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44400,17996,3419,24496,0
3,66,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,2,1,1,44400,17996,3419,24497,0
3,66,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,2,1,1,44410,17996,3419,24498,0
7,301,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,1,1,44410,17996,3419,24499,0
3,26,14,7,7,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,44410,17996,3419,24499,0
11,402,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,20,22,44410,17996,3419,24500,0
11,402,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,20,22,44410,17996,3419,24501,0
80,3429,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,2,63,9,44420,18002,3421,24509,0
34,997,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,4,3,44420,18002,3422,24510,0
137,6599,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,6,5,44420,18005,3423,24511,0
91,3011,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,12,11,44420,18005,3424,24512,0
7,263,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,2,3,2,44420,18005,3424,24513,0
47,2498,520,294,400,33,13,81,553,10,261,204,367,271,571,2128,4614,7,32445,1802,1,2,1,1,44420,18006,3424,24514,0
96,4365,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,35,34,44420,18008,3424,24515,0
147,6797,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,75,64,44420,18008,3424,24516,0
147,6797,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,75,64,44420,18008,3424,24517,0
32,948,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,2,9,9,44420,18009,3424,24518,0
32,948,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,2,9,9,44420,18009,3424,24519,0
112,5710,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,2,154,53,44420,18010,3425,24520,0
20,541,256,139,192,9,7,47,265,4,23,12,24,27,36,112,171,2,357,19,0,2,17,10,44420,18011,3425,24521,0
23,601,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,2,2,44420,18011,3425,24522,0
109,4106,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,128,45,44420,18013,3426,24523,0
149,4136,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,24,5,44420,18015,3427,24525,0
117,4645,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,29,16,44420,18017,3427,24526,0
59,3310,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,2,35,18,44420,18017,3427,24527,0
10,236,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,30,4,44420,18017,3427,24528,0
78,4093,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,22,20,44420,18019,3427,24529,0
38,2286,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,5,4,44420,18020,3427,24530,0
62,2878,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,37,9,44420,18021,3427,24531,0
2,75,7,6,5,0,0,2,7,1,1,1,2,2,3,0,3,1,3,0,0,2,1,0,44420,18021,3427,24532,0
8,273,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,1,44420,18022,3427,24533,0
90,4427,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,85,8,44430,18024,3427,24534,0
68,2962,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,41,24,44430,18024,3427,24535,0
37,1624,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,5,4,44430,18027,3427,24536,0
21,661,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,6,5,44430,18028,3427,24537,0
40,2367,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,11,10,44430,18029,3427,24538,0
12,492,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,4,3,44430,18030,3427,24539,0
35,1623,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,52,16,44440,18032,3427,24540,0
36,1978,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,2,13,12,44440,18032,3427,24541,0
15,638,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,4,3,44440,18034,3427,24543,0
31,1439,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,29,14,44440,18034,3427,24544,0
16,1209,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,2,1,44440,18034,3427,24545,0
69,2856,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,10,10,44440,18036,3427,24546,0
14,529,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,13,11,44440,18038,3427,24547,0
25,1027,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,7,6,44440,18038,3427,24548,0
71,3006,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,11,10,44440,18038,3427,24549,0
73,3738,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,22,21,44440,18040,3427,24550,0
14,825,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,3,2,44440,18042,3427,24551,0
48,1784,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,3,2,44450,18044,3427,24552,0
9,317,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,0,108,0,44450,18044,3427,24553,0
60,1265,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,2,2,44450,18046,3427,24554,0
60,1265,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,2,2,44450,18046,3427,24555,0
60,1265,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,2,2,44450,18048,3427,24556,0
60,1265,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,2,2,44450,18048,3427,24557,0
14,348,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,2,3,1,44450,18048,3427,24558,1
14,348,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,2,3,1,44450,18048,3427,24559,1
10,361,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,2,29,0,44450,18048,3427,24560,1
54,1161,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,2,0,44450,18048,3427,24561,1
54,1161,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,2,2,0,44460,18049,3428,24562,1
19,407,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,2,14,1,44460,18049,3428,24563,1
19,407,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,2,14,1,44460,18049,3428,24564,1
