complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,defect
247,5125,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
101,5370,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
1,94,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,0
1,94,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,0
125,5391,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
169,5066,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
169,5066,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
233,5719,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5719,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
313,6859,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
313,6859,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
313,6859,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
313,6859,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
183,5550,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
183,5550,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
84,4869,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
48,1338,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,1
311,6810,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
311,6810,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
48,1338,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
309,6777,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
309,6777,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
230,4967,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,0
230,4967,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,0
170,5135,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
66,3254,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
48,1341,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
311,6841,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
311,6841,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
112,4510,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,0
66,3254,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
183,5553,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
183,5553,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,0
308,6764,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
308,6764,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
68,3323,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
95,2385,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
95,2385,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
245,5668,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
245,5668,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
72,3308,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
310,6828,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
310,6828,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
233,5732,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
233,5732,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
49,2385,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
233,5732,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5732,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
49,2385,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,4889,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4889,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4889,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4889,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
233,4889,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
233,4889,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
233,4889,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
233,4889,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1886,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
157,3301,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
157,3301,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
24,614,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24,614,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
24,614,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
24,614,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
24,614,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
24,614,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
24,614,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
24,614,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
233,5758,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5758,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
100,4734,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,0
68,3312,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
159,3342,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
159,3342,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
159,3338,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
159,3338,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
37,940,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
37,940,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,0
89,1894,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
89,1894,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
249,5128,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
249,5128,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
102,5449,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
159,3344,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
159,3344,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
233,5797,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5797,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
234,4906,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4906,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4906,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4906,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
234,4906,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
234,4906,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4906,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
234,4906,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
97,5074,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
249,5132,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
249,5132,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
97,5072,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
248,5116,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
248,5116,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
248,5119,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
248,5119,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
103,5526,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
234,4911,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4911,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4911,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4911,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
234,4911,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
234,4911,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
234,4911,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
234,4911,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3743,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
158,3743,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
89,1902,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
89,1902,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
248,5121,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
248,5121,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
100,5227,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
235,4912,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4912,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4912,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4912,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
235,4912,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
235,4912,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4912,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
235,4912,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1894,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
235,4917,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4917,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4917,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4917,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
235,4917,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
235,4917,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4917,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
235,4917,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
176,5282,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
54,1156,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,1
54,1156,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,1
47,2152,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,1
90,3956,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
170,5125,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
233,5808,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
233,5808,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
232,5798,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
232,5798,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
29,1879,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
21,500,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,1
29,1306,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
230,4977,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,0
230,4977,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,0
36,1120,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,0
112,4514,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,0
14,845,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,0
36,2461,1157,318,931,29,22,177,1186,6,104,63,125,110,188,712,1274,3,4596,255,0,0
90,3992,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,0
171,7580,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
171,7580,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
170,5149,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
47,3469,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,0
125,5393,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
84,4877,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
100,5229,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
72,3310,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
21,655,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,0
83,3328,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
81,3287,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,0
37,1527,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,0
52,1994,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,0
125,5396,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
159,3781,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,0
159,3781,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,0
170,7547,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,0
170,7547,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,0
30,1342,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
36,2434,1157,318,931,29,22,177,1186,6,104,63,125,110,188,712,1274,3,4596,255,0,0
36,2425,1157,318,931,29,22,177,1186,6,104,63,125,110,188,712,1274,3,4596,255,0,0
75,1617,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,1
75,1617,515,298,307,33,80,99,548,12,63,44,77,75,121,419,753,7,5527,307,0,1
85,4928,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
21,500,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0
29,1306,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
54,1156,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,0
54,1156,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,0
232,5798,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
232,5798,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
47,2152,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,0
170,5139,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
176,5286,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
60,1610,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,1
60,1610,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,1
21,1078,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,1
235,4919,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4919,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4919,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4919,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,0
235,4919,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,0
235,4919,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
235,4919,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,0
235,4919,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
54,657,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1698,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1698,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,0
25,1292,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1701,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1701,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,0
66,1702,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1702,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,0
25,1299,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1712,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,1
66,1712,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,1
26,1396,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,1
27,1494,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,1
36,2427,1157,318,931,29,22,177,1186,6,104,63,125,110,188,712,1274,3,4596,255,0,0
29,1324,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,0
112,2106,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,1
78,1824,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,1
78,1824,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,1
100,2601,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,1
103,5544,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
113,2113,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,1
126,4991,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
248,5737,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
248,5737,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
171,7589,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
171,7589,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
125,5398,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
28,452,219,78,157,11,5,46,230,3,24,20,34,27,54,114,256,2,545,30,0,0
28,452,108,64,79,9,0,20,117,5,15,11,19,20,30,70,129,3,410,22,0,0
72,1466,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,0
72,1466,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,0
66,1714,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
66,1714,507,281,342,29,59,88,536,10,53,29,57,63,86,336,514,5,2764,153,0,0
28,1596,466,257,367,18,25,50,484,7,126,86,171,133,257,898,1813,4,8612,478,0,0
101,2611,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,0
75,1617,53,23,39,0,0,13,53,2,8,4,8,10,12,26,39,1,39,2,0,0
75,1617,515,298,307,33,80,99,548,12,63,44,77,75,121,419,753,7,5527,307,0,0
85,4936,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,0
112,2106,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,0
78,1824,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,0
78,1824,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,0
101,2612,773,422,505,30,103,129,803,14,77,46,83,91,129,535,839,7,6334,351,0,0
103,5544,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
113,2116,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,0
126,4991,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
313,6885,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
313,6885,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
69,1499,402,202,227,24,74,80,426,12,52,33,61,64,94,339,564,7,3969,220,0,0
69,3122,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
247,5945,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
247,5945,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
92,4888,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
28,1833,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,1
247,5945,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
247,5945,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
92,4888,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
28,1833,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
164,3436,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
164,3436,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
50,1389,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
69,3465,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
50,1396,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
69,3468,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
73,3679,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
164,3417,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
164,3417,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,0
72,3663,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
50,1402,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
101,5285,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
51,1410,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
72,3697,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
233,5825,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5825,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
100,5205,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
29,1873,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,0
52,1439,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,0
73,3713,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
101,5261,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
233,5835,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
233,5835,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
171,7601,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0
171,7601,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0
33,1007,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,0
33,1007,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,0
126,5666,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,0
125,5401,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,0
43,2679,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,0
69,3128,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,0
23,607,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
