,complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,change_type,added,removed,defect
14118,207,4421,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,0,35,1
14119,32,595,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,1
14120,32,595,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,1
14121,32,595,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,1
14122,32,595,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,19,45,1
14123,32,595,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,19,45,1
14124,32,595,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,1
14125,32,595,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,19,45,1
14126,32,595,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,1
14127,324,6577,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,16,12,1
14128,324,6577,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,16,12,1
14129,324,6577,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,16,12,1
14130,34,980,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,18,1
14131,133,6161,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,2,46,1
14132,86,3108,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,4,24,1
14133,311,6718,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,45,40,1
14134,311,6718,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,45,40,1
14135,62,2604,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,4,3,1
14136,14,520,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,52,0,1
14137,207,4421,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,35,0
14138,207,4421,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,0,35,0
14139,32,595,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,0
14140,32,595,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,0
14141,32,595,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,0
14142,32,595,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,19,45,0
14143,32,595,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,19,45,0
14144,32,595,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,0
14145,32,595,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,19,45,0
14146,32,595,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,19,45,0
14147,324,6577,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,16,12,0
14148,324,6577,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,16,12,0
14149,324,6577,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,16,12,0
14150,34,980,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,18,0
14151,133,6161,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,2,46,0
14152,86,3108,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,4,24,0
14153,311,6718,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,45,40,0
14154,311,6718,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,45,40,0
14155,62,2604,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,4,3,0
14156,14,520,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,52,0,0
14157,324,6585,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,2,0
14158,324,6585,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,2,0
14159,324,6585,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,2,0
14160,321,6564,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,19,28,1
14161,321,6564,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,19,28,1
14162,321,6564,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,19,28,1
14163,321,6564,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,28,30,0
14164,321,6564,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,28,30,0
14165,321,6564,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,28,30,0
14166,174,4040,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,4,4,1
14167,174,4040,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,4,4,1
14168,25,1016,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,8,0,1
14169,100,1889,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,5,1
14170,100,1889,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,5,1
14171,100,1889,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,5,0
14172,100,1889,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,5,0
14173,174,4040,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,4,4,0
14174,174,4040,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,4,4,0
14175,25,1016,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,8,0,0
14176,207,4421,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,35,0
14177,207,4421,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,0,35,0
14178,32,595,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14179,32,595,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14180,32,595,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14181,32,595,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,59,85,0
14182,32,595,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,59,85,0
14183,32,595,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14184,32,595,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,59,85,0
14185,32,595,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14186,160,5038,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,29,2,0
14187,160,5038,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,2,29,2,0
14188,82,1803,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,2,0,33,0
14189,40,775,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,0,203,0,0
14190,40,775,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,0,203,0,0
14191,322,6605,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,100,46,0
14192,322,6605,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,100,46,0
14193,322,6605,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,100,46,0
14194,23,680,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,3,19,6,0
14195,55,1468,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,2,2,0
14196,55,1468,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,2,2,0
14197,222,4964,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,0,1089,0,0
14198,222,4964,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,0,1089,0,0
14199,174,4040,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,4,4,0
14200,174,4040,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,4,4,0
14201,46,949,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,7,4,0
14202,46,949,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,7,4,0
14203,221,4925,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,13,2,0
14204,221,4925,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,13,2,0
14205,311,6718,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,80,1276,0
14206,311,6718,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,80,1276,0
14207,122,2648,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,2,2,0
14208,122,2648,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,2,2,0
14209,20,400,294,64,250,0,0,43,294,1,20,10,20,21,30,86,131,0,65,3,0,2,17,4,0
14210,20,400,78,46,62,3,0,14,81,3,8,4,8,11,12,28,41,1,62,3,0,2,17,4,0
14211,5,110,110,30,77,3,13,16,113,4,21,15,30,25,45,100,208,2,597,33,0,2,6,2,0
14212,5,110,28,15,21,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0
14213,100,1889,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,5,0
14214,100,1889,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,5,0
14215,180,3702,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,12,3,0
14216,180,3702,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,12,3,0
14217,16,468,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,2,2,0
14218,16,468,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,2,2,0
14219,81,3317,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,2,49,0,0
14220,34,980,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,18,0
14221,133,6161,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,6,48,0
14222,91,2970,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,5,5,0
14223,85,3904,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,8,5,0
14224,146,6594,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,173,85,0
14225,146,6594,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,173,85,0
14226,32,933,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,2,8,5,0
14227,32,933,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,2,8,5,0
14228,90,4801,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,2,34,21,0
14229,86,3108,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,181,15,0
14230,140,3706,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,56,47,0
14231,68,3328,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,37,6,0
14232,37,2210,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,1,0,0
14233,76,3740,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,13,4,0
14234,66,2745,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,2,1,0
14235,38,1616,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,4,3,0
14236,39,2275,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,3,0,0
14237,38,1401,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,31,3,0
14238,62,2604,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,7,4,0
14239,14,520,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,54,1,0
14240,25,1016,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,8,0,0
14241,67,2869,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,4,2,0
14242,71,3611,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,20,4,0
14243,39,1537,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,2,2,0
14244,237,5209,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,2,4,1
14245,237,5209,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,2,4,1
14246,322,6605,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,6,0,0
14247,322,6605,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,6,0,0
14248,322,6605,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,6,0,0
14249,37,2210,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,13,0,0
14250,207,4421,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,35,0
14251,207,4421,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,0,35,0
14252,32,595,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14253,32,595,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14254,32,595,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14255,32,595,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,59,85,0
14256,32,595,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,59,85,0
14257,32,595,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14258,32,595,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,59,85,0
14259,32,595,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,59,85,0
14260,160,5038,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,24,2,0
14261,160,5038,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,2,24,2,0
14262,322,6605,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,98,32,0
14263,322,6605,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,98,32,0
14264,322,6605,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,98,32,0
14265,23,680,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,2,19,6,0
14266,237,5240,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,9,3,0
14267,237,5240,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,9,3,0
14268,174,4040,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,4,4,0
14269,174,4040,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,4,4,0
14270,46,949,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,7,4,0
14271,46,949,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,7,4,0
14272,221,4925,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,13,2,0
14273,221,4925,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,13,2,0
14274,311,6718,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,47,39,0
14275,311,6718,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,47,39,0
14276,100,1889,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,5,0
14277,100,1889,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,1,5,0
14278,180,3702,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,12,3,0
14279,180,3702,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,12,3,0
14280,16,468,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,2,2,0
14281,16,468,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,2,2,0
14282,81,3317,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,2,49,0,0
14283,34,980,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,0,18,0
14284,133,6161,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,5,47,0
14285,91,2970,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,5,5,0
14286,85,3904,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,7,4,0
14287,146,6594,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,130,49,0
14288,146,6594,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,130,49,0
14289,32,933,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,2,5,2,0
14290,32,933,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,2,5,2,0
14291,90,4801,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,2,25,12,0
14292,86,3108,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,181,15,0
14293,140,3706,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,11,35,0
14294,68,3328,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,21,7,0
14295,37,2210,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,14,0,0
14296,76,3740,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,13,4,0
14297,66,2745,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,2,1,0
14298,38,1616,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,4,3,0
14299,38,1401,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,29,1,0
14300,62,2604,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,7,4,0
14301,14,520,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,54,1,0
14302,25,1016,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,8,0,0
14303,67,2869,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,4,2,0
14304,71,3611,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,20,4,0
14305,39,1537,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,2,2,0
14306,46,954,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,6,3,1
14307,46,954,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,6,3,1
14308,39,1661,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,33,1,1
14309,223,4983,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,18,10,1
14310,223,4983,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,18,10,1
14311,223,4983,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,18,10,0
14312,223,4983,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,18,10,0
14313,117,2369,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,2,2,0
14314,117,2369,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,2,2,0
14315,237,5240,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,99,39,0
14316,237,5240,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,99,39,0
14317,46,954,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,6,3,0
14318,46,954,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,6,3,0
14319,311,6718,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,0,1,0
14320,311,6718,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,0,1,0
14321,114,4432,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,19,0,0
14322,39,1661,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,33,1,0
14323,115,2299,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,2,2,1
14324,115,2299,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,2,2,1
14325,67,1993,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,2,1
14326,67,1993,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,2,2,1
14327,46,943,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,3,3,1
14328,46,943,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,3,3,1
14329,517,11149,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,1,1,1
14330,517,11149,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,1,1,1
14331,16,468,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,1,1
14332,16,468,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,1,1,1
14333,115,2299,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,2,2,0
14334,115,2299,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,2,2,0
14335,67,1993,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,2,0
14336,67,1993,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,2,2,0
14337,46,943,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,3,3,0
14338,46,943,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,3,3,0
14339,517,11149,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,1,1,0
14340,517,11149,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,1,1,0
14341,16,468,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,1,0
14342,16,468,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,1,1,0
14343,56,1547,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,15,1,1
14344,56,1547,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,15,1,1
14345,56,1556,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,8,7,1
14346,56,1556,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,8,7,1
14347,64,2717,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,79,0,1
14348,57,1569,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,8,7,0
14349,57,1569,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,8,7,0
14350,64,2720,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,81,79,1
14351,57,1571,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,11,3,0
14352,57,1571,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,11,3,0
14353,62,2710,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,2,5,0
14354,61,2720,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,15,15,0
14355,56,1576,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,26,18,1
14356,56,1576,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,26,18,1
14357,56,1576,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,2,2,1
14358,56,1576,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,2,2,1
14359,314,6752,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,8,2,1
14360,314,6752,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,8,2,1
14361,91,4840,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,2,19,2,1
14362,148,6629,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,32,0,1
