,complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,change_type,added,removed,defect
16687,185,3777,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,2,0
16688,16,472,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,1,0
16689,16,472,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,1,1,0
16690,62,1244,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,21,3,0
16691,62,1244,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,2,21,3,0
16692,94,4280,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,10,0,0
16693,109,4093,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,20,1,0
16694,148,4080,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,1,1,0
16695,117,4639,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,19,7,0
16696,78,4085,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,16,1,0
16697,87,4328,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,42,0,0
16698,35,1615,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,15,0,0
16699,31,1431,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,2,14,0
16700,25,1019,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,1,1,0
16701,71,2998,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,23,0,0
16702,73,3730,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,9,0,0
16703,39,784,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,0,2,0
16704,39,784,264,131,164,11,41,46,275,6,38,22,40,44,62,214,338,3,1068,59,0,2,0,2,0
16705,14,331,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,2,7,21,0
16706,14,331,156,79,106,5,16,28,161,5,14,8,15,19,23,64,97,2,261,14,0,2,7,21,0
16707,31,1431,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,3,1,0
16708,346,7013,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,2,2,1
16709,346,7013,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,2,1
16710,346,7013,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,2,2,1
16711,227,5121,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,1,1,1
16712,227,5121,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,1,1,1
16713,191,3884,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,36,7,1
16714,191,3884,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,36,7,1
16715,7,255,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,2,1,1,1
16716,94,4283,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,5,5,1
16717,109,4098,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,4,1,1
16718,78,4085,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,1,1
16719,87,4328,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,1,1,1
16720,9,317,601,196,481,2,23,85,603,8,63,36,72,71,108,400,664,4,3036,168,0,2,4,4,1
16721,9,231,19,8,11,5,0,4,24,2,5,3,6,7,9,13,25,1,30,1,0,2,1,1,1
16722,9,231,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,1
16723,9,231,106,40,36,3,49,17,109,8,17,13,23,25,36,93,167,5,904,50,0,2,1,1,1
16724,211,4523,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,1,0,1
16725,211,4523,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,1,0,1
16726,99,2081,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,1,1,1
16727,99,2081,421,273,302,44,34,57,465,17,81,59,107,98,166,583,1098,11,12329,684,0,2,1,1,1
16728,28,556,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
16729,28,556,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
16730,28,556,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
16731,28,556,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,1,0,1
16732,28,556,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,1,0,1
16733,28,556,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
16734,28,556,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,1,0,1
16735,28,556,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
16736,163,5082,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,1,1,1
16737,163,5082,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,2,1,1,1
16738,17,349,95,58,50,9,16,20,104,12,33,24,45,45,69,209,378,8,3100,172,0,2,1,1,1
16739,82,1800,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,2,1,0,1
16740,60,1262,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,1,1,1
16741,60,1262,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,1,1,1
16742,119,2424,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,1,1,1
16743,119,2424,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,1,1,1
16744,50,1032,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,1,0,1
16745,50,1032,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,2,1,0,1
16746,346,7017,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,0,1
16747,346,7017,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,1,0,1
16748,346,7017,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,1,0,1
16749,22,683,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,2,1,1,1
16750,56,1603,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,1,1,1
16751,56,1603,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,1,1,1
16752,227,5125,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,1,0,1
16753,227,5125,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,1,0,1
16754,7,147,44,22,19,0,19,6,44,2,10,6,12,12,18,35,64,1,77,4,0,2,3,1,1
16755,24,842,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,0,1
16756,24,842,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,2,0,1
16757,83,2329,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,4,2,1
16758,83,2329,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,4,2,1
16759,178,4168,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,2,0,1
16760,178,4168,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,2,0,1
16761,69,1367,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,2,0,1
16762,46,959,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,1,0,1
16763,46,959,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,1,0,1
16764,23,382,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,1,0,1
16765,23,382,38,23,23,6,0,8,44,3,11,7,11,14,18,42,68,1,102,5,0,2,1,0,1
16766,17,518,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,2,0,1
16767,17,518,103,65,74,8,5,16,111,7,17,9,17,24,26,89,119,3,417,23,0,2,2,0,1
16768,223,5086,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,2,0,1
16769,223,5086,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,2,0,1
16770,337,7196,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,1,0,1
16771,337,7196,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,1,0,1
16772,39,816,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,2,0,1
16773,39,816,264,131,164,11,41,46,275,6,38,22,40,44,62,214,338,3,1068,59,0,2,2,0,1
16774,30,657,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,1,0,1
16775,30,657,97,69,77,3,3,16,100,6,22,13,23,28,36,113,173,3,542,30,0,2,1,0,1
16776,128,2826,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,2,0,1
16777,128,2826,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,2,0,1
16778,20,408,294,64,250,0,0,43,294,1,20,10,20,21,30,86,131,0,65,3,0,2,2,0,1
16779,20,408,78,46,62,3,0,14,81,3,8,4,8,11,12,28,41,1,62,3,0,2,2,0,1
16780,5,118,110,30,77,3,13,16,113,4,21,15,30,25,45,100,208,2,597,33,0,2,2,0,1
16781,5,118,28,15,21,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1
16782,104,1977,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,2,0,1
16783,104,1977,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,2,0,1
16784,184,3757,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,0,1
16785,184,3757,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,0,1
16786,16,480,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,2,0,1
16787,16,480,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,2,0,1
16788,62,1248,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,1,1,1
16789,62,1248,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,2,1,1,1
16790,78,3314,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,2,1,0,1
16791,34,997,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,1,0,1
16792,137,6600,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,1,0,1
16793,91,3011,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,1,0,1
16794,7,263,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,2,1,0,1
16795,23,601,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,1
16796,109,4101,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,1,0,1
16797,148,4088,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,1,0,1
16798,117,4647,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,1,0,1
16799,59,3310,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,2,1,0,1
16800,10,236,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,1,0,1
16801,78,4093,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,0,1
16802,38,2286,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,1,0,1
16803,62,2878,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,1,0,1
16804,2,75,7,6,5,0,0,2,7,1,1,1,2,2,3,0,3,1,3,0,0,2,1,0,1
16805,8,273,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,1,0,1
16806,87,4331,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,2,1
16807,66,2767,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,1,0,1
16808,37,1624,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,1,0,1
16809,21,661,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,1,0,1
16810,40,2359,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,1,1,1
16811,12,492,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,1,0,1
16812,35,1623,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,1,0,1
16813,36,1978,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,2,1,0,1
16814,15,638,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,1,0,1
16815,31,1439,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,1,0,1
16816,16,1209,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,1,0,1
16817,69,2856,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,1,1,1
16818,14,529,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,5,3,1
16819,25,1027,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,1,0,1
16820,71,3006,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,0,1
16821,73,3738,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,1,0,1
16822,14,825,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,1,0,1
16823,48,1784,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,1,0,1
16824,223,5076,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,7,9,1
16825,223,5076,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,7,9,1
16826,30,649,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,2,2,1
16827,30,649,97,69,77,3,3,16,100,6,22,13,23,28,36,113,173,3,542,30,0,2,2,2,1
16828,94,4280,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,6,4,1
16829,117,4641,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,3,3,1
16830,66,2763,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,1,1,1
16831,137,6599,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,1,1,0
16832,9,231,19,8,11,5,0,4,24,2,5,3,6,7,9,13,25,1,30,1,0,2,1,1,0
16833,9,231,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,0
16834,9,231,106,40,36,3,49,17,109,8,17,13,23,25,36,93,167,5,904,50,0,2,1,1,0
16835,211,4523,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,1,0,0
16836,211,4523,1165,710,800,67,119,181,1232,18,243,153,282,261,435,2000,3492,10,36473,2026,1,2,1,0,0
16837,99,2081,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,1,1,0
16838,99,2081,421,273,302,44,34,57,465,17,81,59,107,98,166,583,1098,11,12329,684,0,2,1,1,0
16839,28,556,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16840,28,556,99,48,90,1,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16841,28,556,8,5,5,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16842,28,556,1217,716,841,84,126,174,1301,14,185,118,215,199,333,1446,2542,8,20687,1149,0,2,1,0,0
16843,28,556,160,89,115,0,13,31,160,7,15,11,17,22,28,78,124,3,495,27,0,2,1,0,0
16844,28,556,10,10,9,9,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16845,28,556,173,84,99,8,29,36,181,5,12,7,13,17,20,54,81,2,221,12,0,2,1,0,0
16846,28,556,3,1,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
16847,163,5082,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,1,1,0
16848,163,5082,1057,646,719,113,100,145,1170,18,215,134,248,233,382,1740,3004,10,31186,1732,1,2,1,1,0
16849,17,349,95,58,50,9,16,20,104,12,33,24,45,45,69,209,378,8,3100,172,0,2,1,1,0
16850,82,1800,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,2,1,0,0
16851,60,1262,996,429,845,24,10,117,1020,7,76,50,88,83,138,494,879,4,3565,198,0,2,1,1,0
16852,60,1262,456,277,329,12,42,72,468,13,85,50,97,98,147,592,972,7,7212,400,0,2,1,1,0
16853,119,2424,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,1,1,0
16854,119,2424,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,1,1,0
16855,50,1032,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,1,0,0
16856,50,1032,410,198,237,31,55,97,441,11,63,38,72,74,110,414,683,6,4293,238,0,2,1,0,0
16857,346,7017,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,0,0
16858,346,7017,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,1,0,0
16859,346,7017,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,1,0,0
16860,22,683,339,213,244,17,9,65,356,10,42,26,48,52,74,259,421,5,2410,133,0,2,1,1,0
16861,56,1603,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,1,1,0
16862,56,1603,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,1,1,0
16863,227,5125,4293,999,3693,19,54,507,4312,9,155,88,170,164,258,1156,1898,4,9368,520,0,2,1,0,0
16864,227,5125,1482,859,1002,125,135,219,1607,16,219,134,251,235,385,1766,3032,9,27804,1544,1,2,1,0,0
16865,7,147,44,22,19,0,19,6,44,2,10,6,12,12,18,35,64,1,77,4,0,2,3,1,0
16866,24,842,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,0,0
16867,24,842,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,2,0,0
16868,83,2329,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,4,2,0
16869,83,2329,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,4,2,0
16870,178,4168,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,2,0,0
16871,178,4168,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,2,0,0
16872,69,1367,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,2,0,0
16873,46,959,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,1,0,0
16874,46,959,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,1,0,0
16875,23,382,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,1,0,0
16876,23,382,38,23,23,6,0,8,44,3,11,7,11,14,18,42,68,1,102,5,0,2,1,0,0
16877,17,518,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,2,0,0
16878,17,518,103,65,74,8,5,16,111,7,17,9,17,24,26,89,119,3,417,23,0,2,2,0,0
16879,223,5076,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,9,9,0
16880,223,5076,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,9,9,0
16881,337,7196,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,1,0,0
16882,337,7196,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,1,0,0
16883,39,816,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,2,0,0
16884,39,816,264,131,164,11,41,46,275,6,38,22,40,44,62,214,338,3,1068,59,0,2,2,0,0
16885,30,649,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,3,2,0
16886,30,649,97,69,77,3,3,16,100,6,22,13,23,28,36,113,173,3,542,30,0,2,3,2,0
16887,128,2826,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,2,0,0
16888,128,2826,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,2,0,0
16889,20,408,294,64,250,0,0,43,294,1,20,10,20,21,30,86,131,0,65,3,0,2,2,0,0
16890,20,408,78,46,62,3,0,14,81,3,8,4,8,11,12,28,41,1,62,3,0,2,2,0,0
16891,5,118,110,30,77,3,13,16,113,4,21,15,30,25,45,100,208,2,597,33,0,2,2,0,0
16892,5,118,28,15,21,1,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
16893,104,1977,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,2,0,0
16894,104,1977,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,2,0,0
16895,184,3757,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,0,0
16896,184,3757,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,0,0
16897,16,480,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,2,0,0
16898,16,480,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,2,0,0
16899,62,1248,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,1,1,0
16900,62,1248,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,2,1,1,0
16901,78,3314,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,2,1,0,0
16902,34,997,182,127,129,0,0,53,182,5,39,21,42,44,63,217,343,2,926,51,0,2,1,0,0
16903,137,6599,1392,870,1177,35,17,170,1427,14,494,280,531,508,811,4473,7289,7,54850,3047,2,2,2,1,0
16904,91,3011,773,419,590,28,0,166,801,10,204,113,217,214,330,1598,2554,5,13587,754,0,2,1,0,0
16905,7,263,75,38,59,1,3,12,76,2,4,2,4,6,6,10,15,1,15,0,0,2,1,0,0
16906,94,4280,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,6,4,0
16907,23,601,102,59,69,5,3,24,107,6,22,15,28,28,43,113,206,3,789,43,0,2,1,1,0
16908,109,4101,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,1,0,0
16909,148,4088,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,2,1,0,0
16910,117,4641,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,4,3,0
16911,59,3310,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,2,1,0,0
16912,10,236,207,111,150,11,0,50,218,5,26,19,36,31,55,133,272,3,943,52,0,2,1,0,0
16913,78,4093,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,0,0
16914,38,2286,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,1,0,0
16915,62,2878,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,1,0,0
16916,2,75,7,6,5,0,0,2,7,1,1,1,2,2,3,0,3,1,3,0,0,2,1,0,0
16917,8,273,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,1,0,0
16918,87,4331,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,2,0
16919,66,2763,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,2,2,1,0
16920,37,1624,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,1,0,0
16921,21,661,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,2,1,0,0
16922,40,2359,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,1,1,0
16923,12,492,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,2,1,0,0
16924,35,1623,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,1,0,0
16925,36,1978,384,251,317,7,8,52,391,11,70,44,84,81,128,467,811,6,5355,297,0,2,1,0,0
16926,15,638,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,1,0,0
16927,31,1439,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,1,0,0
16928,16,1209,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,2,1,0,0
16929,69,2856,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,1,1,0
16930,14,529,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,2,5,3,0
16931,25,1027,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,2,1,0,0
16932,71,3006,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,1,0,0
16933,73,3738,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,1,0,0
